28-Feb-03,2.51843
31-Mar-03,2.55138
30-Apr-03,2.61494
31-May-03,2.6728
30-Jun-03,2.75337
31-Jul-03,2.81002
31-Aug-03,2.86541
30-Sep-03,2.9483
31-Oct-03,3.03882
30-Nov-03,3.082
31-Dec-03,3.09679
31-Jan-04,3.10366
29-Feb-04,3.0922
31-Mar-04,3.09718
30-Apr-04,3.06417
31-May-04,3.12054
30-Jun-04,3.14569
31-Jul-04,3.13644
31-Aug-04,3.13618
30-Sep-04,3.10621
31-Oct-04,3.08499
30-Nov-04,3.11772
31-Dec-04,3.13615
31-Jan-05,3.12091
28-Feb-05,3.13647
31-Mar-05,3.11781
30-Apr-05,3.14771
31-May-05,3.17334
30-Jun-05,3.19602
31-Jul-05,3.17597
31-Aug-05,3.19091
30-Sep-05,3.16165
31-Oct-05,3.22245
30-Nov-05,3.20388
31-Dec-05,3.22816
31-Jan-06,3.30039
28-Feb-06,3.27766
31-Mar-06,3.32423
30-Apr-06,3.29989
31-May-06,3.35767
30-Jun-06,3.4348
31-Jul-06,3.49578
31-Aug-06,3.47076
30-Sep-06,3.48212
31-Oct-06,3.55561
30-Nov-06,3.53086
31-Dec-06,3.55432
31-Jan-07,3.60398
28-Feb-07,3.625
31-Mar-07,3.59673
30-Apr-07,3.66754
31-May-07,3.74645
30-Jun-07,3.79861
31-Jul-07,3.80392
31-Aug-07,3.79889
30-Sep-07,3.84918
31-Oct-07,3.93626
30-Nov-07,3.98429
31-Dec-07,4.03834
31-Jan-08,4.12015
29-Feb-08,4.12449
31-Mar-08,4.08825
30-Apr-08,4.16323
31-May-08,4.21302
30-Jun-08,4.1746
31-Jul-08,4.15641
31-Aug-08,4.12325
30-Sep-08,4.14192
31-Oct-08,4.06857
30-Nov-08,4.01915
31-Dec-08,4.07248
31-Jan-09,4.08291
28-Feb-09,4.08816
31-Mar-09,4.07847
30-Apr-09,4.09527
31-May-09,4.17259
30-Jun-09,4.23152
31-Jul-09,4.25623
31-Aug-09,4.3093
30-Sep-09,4.32335
31-Oct-09,4.26328
30-Nov-09,4.34345
31-Dec-09,4.40423
31-Jan-10,4.41208
28-Feb-10,4.47451
31-Mar-10,4.5253
30-Apr-10,4.57416
31-May-10,4.61032
30-Jun-10,4.66575
31-Jul-10,4.75411
31-Aug-10,4.76206
30-Sep-10,4.79978
31-Oct-10,4.76555
30-Nov-10,4.83132
31-Dec-10,4.79748
31-Jan-11,4.73814
